"","many_ID","Country_ID","Title","Beg","action","areas"
"106","CFTACB_0101O:CFTACB_0101O","POL","CEFTA Accession Of Bulgaria","1999",NA,NA
"107","CFTACB_0101O:CFTACB_0101O","ROU","CEFTA Accession Of Bulgaria","1999",NA,NA
"108","CFTACB_0101O:CFTACB_0101O","SVK","CEFTA Accession Of Bulgaria","1999",NA,NA
"109","CFTACB_0101O:CFTACB_0101O","SVN","CEFTA Accession Of Bulgaria","1999",NA,NA
"110","CFTACB_0101O:CFTACB_0101O","BGR","CEFTA Accession Of Bulgaria","1999",NA,NA
"111","SAFTA_0101O:SAFTA_0101O",NA,"SAFTA","2006",NA,NA
"112","SAFTA_0101O:SAFTA_0101O","BGD","SAFTA","2006",NA,NA
"113","SAFTA_0101O:SAFTA_0101O","BTN","SAFTA","2006",NA,NA
"114","SAFTA_0101O:SAFTA_0101O","IND","SAFTA","2006",NA,NA
"115","SAFTA_0101O:SAFTA_0101O","MDV","SAFTA","2006",NA,NA
"116","SAFTA_0101O:SAFTA_0101O","NPL","SAFTA","2006",NA,NA
"117","SAFTA_0101O:SAFTA_0101O","PAK","SAFTA","2006",NA,NA
"118","SAFTA_0101O:SAFTA_0101O","LKA","SAFTA","2006",NA,NA
"119","EFTA_0104A","AUT","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"120","EFTA_0104A","DNK","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"121","EFTA_0104A","NOR","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"122","EFTA_0104A","PRT","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"123","EFTA_0104A","SWE","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"124","EFTA_0104A","CHE","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"125","EFTA_0104A","GBR","EFTA (Stockholm Convention)","01-04-1960",NA,NA
"126","ECSYRI_0108O:ECSYRI_0108O",NA,"EC Syria","01-08-1977",NA,NA
"127","ECSYRI_0108O:ECSYRI_0108O","BEL","EC Syria","01-08-1977",NA,NA
"128","ECSYRI_0108O:ECSYRI_0108O","DNK","EC Syria","01-08-1977",NA,NA
"129","ECSYRI_0108O:ECSYRI_0108O","FRA","EC Syria","01-08-1977",NA,NA
"130","ECSYRI_0108O:ECSYRI_0108O","DEU","EC Syria","01-08-1977",NA,NA
"131","ECSYRI_0108O:ECSYRI_0108O","IRL","EC Syria","01-08-1977",NA,NA
"132","ECSYRI_0108O:ECSYRI_0108O","ITA","EC Syria","01-08-1977",NA,NA
"133","ECSYRI_0108O:ECSYRI_0108O","LUX","EC Syria","01-08-1977",NA,NA
"134","ECSYRI_0108O:ECSYRI_0108O","NLD","EC Syria","01-08-1977",NA,NA
"135","ECSYRI_0108O:ECSYRI_0108O","GBR","EC Syria","01-08-1977",NA,NA
"136","ECSYRI_0108O:ECSYRI_0108O","SYR","EC Syria","01-08-1977",NA,NA
"137","HUN-TUR[NA]_0108O:HUN-TUR[NA]_0108O","HUN","Hungary Turkey","01-08-1997",NA,NA
"138","HUN-TUR[NA]_0108O:HUN-TUR[NA]_0108O","TUR","Hungary Turkey","01-08-1997",NA,NA
"139","GEO-UKR[UKR]_0109O:GEO-UKR[UKR]_0109O","GEO","Georgia Ukraine","01-09-1995",NA,NA
"140","GEO-UKR[UKR]_0109O:GEO-UKR[UKR]_0109O","GBR","Georgia Ukraine","01-09-1995",NA,NA
"141","WAEMU_0110O:WAEMU_0110O","BEN","WAEMU","1994",NA,NA
"142","WAEMU_0110O:WAEMU_0110O","BFA","WAEMU","1994",NA,NA
"143","WAEMU_0110O:WAEMU_0110O","CIV","WAEMU","1994",NA,NA
"144","WAEMU_0110O:WAEMU_0110O","MLI","WAEMU","1994",NA,NA
"145","WAEMU_0110O:WAEMU_0110O","NER","WAEMU","1994",NA,NA
"146","WAEMU_0110O:WAEMU_0110O","SEN","WAEMU","1994",NA,NA
"147","WAEMU_0110O:WAEMU_0110O","TGO","WAEMU","1994",NA,NA
"148","ALB-USA[NA]_0111O:ALB-USA[NA]_0111O","USA","United States Albania","1995",NA,NA
"149","ALB-USA[NA]_0111O:ALB-USA[NA]_0111O","ALB","United States Albania","1995",NA,NA
"150","CHE-FRO[NA]_0112O:CHE-FRO[NA]_0112O","FRO","Faroe Islands Switzerland","01-12-1994",NA,NA
"151","CHE-FRO[NA]_0112O:CHE-FRO[NA]_0112O","CHE","Faroe Islands Switzerland","01-12-1994",NA,NA
"152","JPN-SGP[NA]_0113O:JPN-SGP[NA]_0113O","JPN","Japan Singapore","01-13-2002",NA,NA
"153","JPN-SGP[NA]_0113O:JPN-SGP[NA]_0113O","SGP","Japan Singapore","01-13-2002",NA,NA
"154","ECCMRN_0115O:ECCMRN_0115O",NA,"EC Cameroon","01-15-2009",NA,NA
"155","ECCMRN_0115O:ECCMRN_0115O","AUT","EC Cameroon","01-15-2009",NA,NA
"156","ECCMRN_0115O:ECCMRN_0115O","BEL","EC Cameroon","01-15-2009",NA,NA
"157","ECCMRN_0115O:ECCMRN_0115O","BGR","EC Cameroon","01-15-2009",NA,NA
"158","ECCMRN_0115O:ECCMRN_0115O","CYP","EC Cameroon","01-15-2009",NA,NA
"159","ECCMRN_0115O:ECCMRN_0115O","CZE","EC Cameroon","01-15-2009",NA,NA
"160","ECCMRN_0115O:ECCMRN_0115O","DNK","EC Cameroon","01-15-2009",NA,NA
"161","ECCMRN_0115O:ECCMRN_0115O","EST","EC Cameroon","01-15-2009",NA,NA
"162","ECCMRN_0115O:ECCMRN_0115O","FIN","EC Cameroon","01-15-2009",NA,NA
"163","ECCMRN_0115O:ECCMRN_0115O","FRA","EC Cameroon","01-15-2009",NA,NA
"164","ECCMRN_0115O:ECCMRN_0115O","DEU","EC Cameroon","01-15-2009",NA,NA
"165","ECCMRN_0115O:ECCMRN_0115O","GRC","EC Cameroon","01-15-2009",NA,NA
"166","ECCMRN_0115O:ECCMRN_0115O","HUN","EC Cameroon","01-15-2009",NA,NA
"167","ECCMRN_0115O:ECCMRN_0115O","IRL","EC Cameroon","01-15-2009",NA,NA
"168","ECCMRN_0115O:ECCMRN_0115O","ITA","EC Cameroon","01-15-2009",NA,NA
"169","ECCMRN_0115O:ECCMRN_0115O","LVA","EC Cameroon","01-15-2009",NA,NA
"170","ECCMRN_0115O:ECCMRN_0115O","LTU","EC Cameroon","01-15-2009",NA,NA
"171","ECCMRN_0115O:ECCMRN_0115O","LUX","EC Cameroon","01-15-2009",NA,NA
"172","ECCMRN_0115O:ECCMRN_0115O","MLT","EC Cameroon","01-15-2009",NA,NA
"173","ECCMRN_0115O:ECCMRN_0115O","NLD","EC Cameroon","01-15-2009",NA,NA
"174","ECCMRN_0115O:ECCMRN_0115O","POL","EC Cameroon","01-15-2009",NA,NA
"175","ECCMRN_0115O:ECCMRN_0115O","PRT","EC Cameroon","01-15-2009",NA,NA
"176","ECCMRN_0115O:ECCMRN_0115O","ROU","EC Cameroon","01-15-2009",NA,NA
"177","ECCMRN_0115O:ECCMRN_0115O","SVK","EC Cameroon","01-15-2009",NA,NA
"178","ECCMRN_0115O:ECCMRN_0115O","SVN","EC Cameroon","01-15-2009",NA,NA
"179","ECCMRN_0115O:ECCMRN_0115O","ESP","EC Cameroon","01-15-2009",NA,NA
"180","ECCMRN_0115O:ECCMRN_0115O","SWE","EC Cameroon","01-15-2009",NA,NA
"181","ECCMRN_0115O:ECCMRN_0115O","GBR","EC Cameroon","01-15-2009",NA,NA
"182","ECCMRN_0115O:ECCMRN_0115O","CMR","EC Cameroon","01-15-2009",NA,NA
"183","MKD-UKR[FYU]_0118O:MKD-UKR[FYU]_0118O","MKD","FYROM Ukraine","01-18-2001",NA,NA
"184","MKD-UKR[FYU]_0118O:MKD-UKR[FYU]_0118O","GBR","FYROM Ukraine","01-18-2001",NA,NA
"185","OMN-USA[NA]_0119O:OMN-USA[NA]_0119O","USA","United States Oman","01-19-2006",NA,NA
"186","OMN-USA[NA]_0119O:OMN-USA[NA]_0119O","OMN","United States Oman","01-19-2006",NA,NA
"187","ECENLR_0122O:ECENLR_0122O","BEL","EC (9) Enlargement","01-22-1972",NA,NA
"188","ECENLR_0122O:ECENLR_0122O","DNK","EC (9) Enlargement","01-22-1972",NA,NA
"189","ECENLR_0122O:ECENLR_0122O","FRA","EC (9) Enlargement","01-22-1972",NA,NA
"190","ECENLR_0122O:ECENLR_0122O","DEU","EC (9) Enlargement","01-22-1972",NA,NA
"191","ECENLR_0122O:ECENLR_0122O","IRL","EC (9) Enlargement","01-22-1972",NA,NA
"192","ECENLR_0122O:ECENLR_0122O","ITA","EC (9) Enlargement","01-22-1972",NA,NA
"193","ECENLR_0122O:ECENLR_0122O","LUX","EC (9) Enlargement","01-22-1972",NA,NA
"194","ECENLR_0122O:ECENLR_0122O","NLD","EC (9) Enlargement","01-22-1972",NA,NA
"195","ECENLR_0122O:ECENLR_0122O","GBR","EC (9) Enlargement","01-22-1972",NA,NA
"196","MRCSRI_0125O:MRCSRI_0125O",NA,"Mercosur India","01-25-2004",NA,NA
"197","MRCSRI_0125O:MRCSRI_0125O","ARG","Mercosur India","01-25-2004",NA,NA
"198","MRCSRI_0125O:MRCSRI_0125O","BRA","Mercosur India","01-25-2004",NA,NA
"199","MRCSRI_0125O:MRCSRI_0125O","PRY","Mercosur India","01-25-2004",NA,NA
"200","MRCSRI_0125O:MRCSRI_0125O","URY","Mercosur India","01-25-2004",NA,NA
"201","MRCSRI_0125O:MRCSRI_0125O","IND","Mercosur India","01-25-2004",NA,NA
"202","MRCSRI_0125O:MRCSRI_0125O","ARG","MERCOSUR India","01-25-2004",NA,NA
"203","MRCSRI_0125O:MRCSRI_0125O","BRA","MERCOSUR India","01-25-2004",NA,NA
"204","MRCSRI_0125O:MRCSRI_0125O","PRY","MERCOSUR India","01-25-2004",NA,NA
"205","MRCSRI_0125O:MRCSRI_0125O","URY","MERCOSUR India","01-25-2004",NA,NA
"206","MRCSRI_0125O:MRCSRI_0125O","IND","MERCOSUR India","01-25-2004",NA,NA
"207","CNDEFT_0126O:CNDEFT_0126O","CAN","Canada EFTA","01-26-2008",NA,NA
"208","CNDEFT_0126O:CNDEFT_0126O",NA,"Canada EFTA","01-26-2008",NA,NA
"209","CNDEFT_0126O:CNDEFT_0126O","ISL","Canada EFTA","01-26-2008",NA,NA
"210","CNDEFT_0126O:CNDEFT_0126O","LIE","Canada EFTA","01-26-2008",NA,NA
"211","CNDEFT_0126O:CNDEFT_0126O","NOR","Canada EFTA","01-26-2008",NA,NA
"212","CNDEFT_0126O:CNDEFT_0126O","CHE","Canada EFTA","01-26-2008",NA,NA
"213","EFTEGY_0127O:EFTEGY_0127O",NA,"EFTA Egypt","01-27-2007",NA,NA
"214","EFTEGY_0127O:EFTEGY_0127O","ISL","EFTA Egypt","01-27-2007",NA,NA
"215","EFTEGY_0127O:EFTEGY_0127O","LIE","EFTA Egypt","01-27-2007",NA,NA
"216","EFTEGY_0127O:EFTEGY_0127O","NOR","EFTA Egypt","01-27-2007",NA,NA
"217","EFTEGY_0127O:EFTEGY_0127O","CHE","EFTA Egypt","01-27-2007",NA,NA
"218","EFTEGY_0127O:EFTEGY_0127O","EGY","EFTA Egypt","01-27-2007",NA,NA
"219","ASEAN_0128O:ASEAN_0128O",NA,"ASEAN (AFTA)","01-28-1992",NA,NA
"220","ASEAN_0128O:ASEAN_0128O","BRN","ASEAN (AFTA)","01-28-1992",NA,NA
"221","ASEAN_0128O:ASEAN_0128O","IDN","ASEAN (AFTA)","01-28-1992",NA,NA
"222","ASEAN_0128O:ASEAN_0128O","MYS","ASEAN (AFTA)","01-28-1992",NA,NA
"223","ASEAN_0128O:ASEAN_0128O","PHL","ASEAN (AFTA)","01-28-1992",NA,NA
"224","ASEAN_0128O:ASEAN_0128O","SGP","ASEAN (AFTA)","01-28-1992",NA,NA
"225","ASEAN_0128O:ASEAN_0128O","THA","ASEAN (AFTA)","01-28-1992",NA,NA
"226","MDA-MKD[FYM]_0128O:MDA-MKD[FYM]_0128O","MKD","FYROM Moldova","01-28-2004",NA,NA
"227","MDA-MKD[FYM]_0128O:MDA-MKD[FYM]_0128O","MDA","FYROM Moldova","01-28-2004",NA,NA
"228","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","CHL","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"229","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","CRI","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"230","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","SLV","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"231","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","GTM","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"232","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","HND","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"233","CHL-SLV[NA]_0129O:CHL-SLV[NA]_0129O","NIC","Chile El Salvador (Central America)","01-29-2004",NA,"Central America"
"234","ECROMN_0201O:ECROMN_0201O",NA,"EC Romania","02-01-1993",NA,NA
"235","ECROMN_0201O:ECROMN_0201O","BEL","EC Romania","02-01-1993",NA,NA
"236","ECROMN_0201O:ECROMN_0201O","DNK","EC Romania","02-01-1993",NA,NA
"237","ECROMN_0201O:ECROMN_0201O","DEU","EC Romania","02-01-1993",NA,NA
"238","ECROMN_0201O:ECROMN_0201O","GRC","EC Romania","02-01-1993",NA,NA
"239","ECROMN_0201O:ECROMN_0201O","ESP","EC Romania","02-01-1993",NA,NA
"240","ECROMN_0201O:ECROMN_0201O","FRA","EC Romania","02-01-1993",NA,NA
"241","ECROMN_0201O:ECROMN_0201O","IRL","EC Romania","02-01-1993",NA,NA
"242","ECROMN_0201O:ECROMN_0201O","ITA","EC Romania","02-01-1993",NA,NA
"243","ECROMN_0201O:ECROMN_0201O","LUX","EC Romania","02-01-1993",NA,NA
"244","ECROMN_0201O:ECROMN_0201O","NLD","EC Romania","02-01-1993",NA,NA
"245","ECROMN_0201O:ECROMN_0201O","PRT","EC Romania","02-01-1993",NA,NA
"246","ECROMN_0201O:ECROMN_0201O","GBR","EC Romania","02-01-1993",NA,NA
"247","ECROMN_0201O:ECROMN_0201O","ROU","EC Romania","02-01-1993",NA,NA
"248","HUN-ISR[NA]_0201O:HUN-ISR[NA]_0201O","HUN","Hungary Israeln","02-01-1998",NA,NA
"249","HUN-ISR[NA]_0201O:HUN-ISR[NA]_0201O","ISR","Hungary Israeln","02-01-1998",NA,NA
"250","CHL-KOR[KOR]_0201O:CHL-KOR[KOR]_0201O","CHL","Chile Korea","02-01-2003",NA,"Korea"
"251","CHL-KOR[KOR]_0201O:CHL-KOR[KOR]_0201O","KOR","Chile Korea","02-01-2003",NA,"Korea"
"252","GEO-RUS[RSS]_0203O:GEO-RUS[RSS]_0203O","GEO","Georgia Russia","02-03-1994",NA,NA
"253","GEO-RUS[RSS]_0203O:GEO-RUS[RSS]_0203O","RUS","Georgia Russia","02-03-1994",NA,NA
"254","IND-JPN[NA]_0204O:IND-JPN[NA]_0204O","IND","India Japan","02-04-1958",NA,NA
"255","IND-JPN[NA]_0204O:IND-JPN[NA]_0204O","JPN","India Japan","02-04-1958",NA,NA
"256","MDA-ROU[MLN]_0215O:MDA-ROU[MLN]_0215O","MDA","Moldova Romaniann","02-15-1994",NA,NA
"257","MDA-ROU[MLN]_0215O:MDA-ROU[MLN]_0215O","ROU","Moldova Romaniann","02-15-1994",NA,NA
"258","ARBMGU_0217O:ARBMGU_0217O","MAR","Arab Maghreb Union","02-17-1989",NA,NA
"259","ARBMGU_0217O:ARBMGU_0217O","TUN","Arab Maghreb Union","02-17-1989",NA,NA
"260","ARBMGU_0217O:ARBMGU_0217O","DZA","Arab Maghreb Union","02-17-1989",NA,NA
"261","ARBMGU_0217O:ARBMGU_0217O","LBY","Arab Maghreb Union","02-17-1989",NA,NA
"262","ARBMGU_0217O:ARBMGU_0217O","MRT","Arab Maghreb Union","02-17-1989",NA,NA
"263","EGY-PSE[PLS]_0219O:EGY-PSE[PLS]_0219O","EGY","Egypt Palestine","02-19-1997",NA,"Palestine"
"264","EGY-PSE[PLS]_0219O:EGY-PSE[PLS]_0219O","PSE","Egypt Palestine","02-19-1997",NA,"Palestine"
"265","PAFTA_0219O:PAFTA_0219O","BHR","PAFTA","02-19-1997",NA,NA
"266","PAFTA_0219O:PAFTA_0219O","EGY","PAFTA","02-19-1997",NA,NA
"267","PAFTA_0219O:PAFTA_0219O","IRQ","PAFTA","02-19-1997",NA,NA
"268","PAFTA_0219O:PAFTA_0219O","JOR","PAFTA","02-19-1997",NA,NA
"269","PAFTA_0219O:PAFTA_0219O","KWT","PAFTA","02-19-1997",NA,NA
"270","PAFTA_0219O:PAFTA_0219O","LBN","PAFTA","02-19-1997",NA,NA
"271","PAFTA_0219O:PAFTA_0219O","LBY","PAFTA","02-19-1997",NA,NA
"272","PAFTA_0219O:PAFTA_0219O","MAR","PAFTA","02-19-1997",NA,NA
"273","PAFTA_0219O:PAFTA_0219O","OMN","PAFTA","02-19-1997",NA,NA
"274","PAFTA_0219O:PAFTA_0219O","QAT","PAFTA","02-19-1997",NA,NA
"275","PAFTA_0219O:PAFTA_0219O",NA,"PAFTA","02-19-1997",NA,NA
"276","PAFTA_0219O:PAFTA_0219O","SYR","PAFTA","02-19-1997",NA,NA
"277","PAFTA_0219O:PAFTA_0219O","TUN","PAFTA","02-19-1997",NA,NA
"278","PAFTA_0219O:PAFTA_0219O","ARE","PAFTA","02-19-1997",NA,NA
"279","PAFTA_0219O:PAFTA_0219O","YEM","PAFTA","02-19-1997",NA,NA
"280","PAFTA_0219O:PAFTA_0219O","DZA","PAFTA","02-19-1997",NA,NA
"281","PAFTA_0219O:PAFTA_0219O","PSE","PAFTA","02-19-1997",NA,NA
"282","CHE-JPN[NA]_0219O:CHE-JPN[NA]_0219O","JPN","Japan Switzerland","02-19-2009",NA,NA
"283","CHE-JPN[NA]_0219O:CHE-JPN[NA]_0219O","CHE","Japan Switzerland","02-19-2009",NA,NA
"284","KOR-SGP[KOR]_0224O:KOR-SGP[KOR]_0224O","SGP","Singapore Korea","02-24-2006",NA,"Korea"
"285","KOR-SGP[KOR]_0224O:KOR-SGP[KOR]_0224O","KOR","Singapore Korea","02-24-2006",NA,"Korea"
"286","AGEJMT_0225O:AGEJMT_0225O","EGY","Agadir (Egypt Jordan Morocco Tunisia)","02-25-2004",NA,NA
